input_id	source_accession	source_kind	path	sha256	scientific_use
CROSS_CROP_TARGET_LABEL_FREE_REQUEST_V1	task9a	materialized_target_label_free_request	../processed/cross_crop_target_label_free_v1/request.json	598da774c6c1750cfd31770befa2a69ba0ecada8ea4883df7609fdd12939f78c	Task 9 target-label-free cross-crop runner input
