study_accession	identifier_type	identifier	repository	repository_record_id	official_url	local_path	retrieved_at	size_bytes	sha256	method_scope	data_use_status	downloader_version
PXD035795	DOI	10.1111/nph.18838	University of Seville IDUS	ce5a8e5e-6bf0-4564-a0d5-c6dcb4eeaa6f	https://idus.us.es/server/api/core/bitstreams/de6bc2aa-507d-4578-9636-ec963cbf3777/content	../raw/methods/PXD035795/Persulfidation_protects.pdf	2026-07-21T00:15:44.364745+00:00	11657462	90b8c49cc80f950b08ad6bca2d91a1d4030ef588c7e6115ba1b335891c43a554	dimedone_switch_lc_ms_ms	method_audit_only	plantpersulf/0.0.0
